1.Basin.Name;2.Country;3.Ecoregion;4.Endorheic.Status;5.Outlet.Longitude;6.Outlet.Latitude;7.Median.Longitude;8.Median.Latitude;9.Surface.Area
Lake.Eyre;Australia;Australasia;Endorheic;;;136.6816914;-29.46367923;21367.03016
Billeroo.creek;Australia;Australasia;Endorheic;;;139.9762557;-31.05889796;53499.42571
Lake.Moore;Australia;Australasia;;115.500832;-31.358613;116.9244698;-29.48939476;57663.88742
Lake.Torrens;Australia;Australasia;Endorheic;;;137.9935492;-31.24443082;32949.53809
Lake.Lewis;Australia;Australasia;Endorheic;;;132.8824578;-23.08837312;21243.14671
Sandy.creek.1;Australia;Australasia;Endorheic;;;145.4872519;-31.83878847;12742.95136
Avoca;Australia;Australasia;Endorheic;;;143.4730977;-36.48306792;4336.800882
Great.Spectacle.lake;Australia;Australasia;Endorheic;;;143.7648087;-35.79556686;111.2455014
Tatiara.creek;Australia;Australasia;Endorheic;;;140.8492056;-36.34212092;1725.177589
Dorodong.creek;Australia;Australasia;Endorheic;;;140.7814697;-37.31941134;901.0222759
Barongarook.creek;Australia;Australasia;Endorheic;;;143.5887535;-38.35280977;194.8259165
Hay.2;Australia;Australasia;Endorheic;;;136.5421232;-23.51457284;35651.61672
South.Alligator;Australia;Australasia;;132.4111834;-12.29498075;132.607132;-13.09043971;11576.49968
Illogwa.creek;Australia;Australasia;Endorheic;;;136.1115772;-24.59832766;14028.66317
Archer;Australia;Australasia;;141.631393;-13.365279;142.5528185;-13.50317148;15534.23671
Roper;Australia;Australasia;;135.393615;-14.763889;133.9233157;-14.82685298;68667.47371
Newcastle.Waters;Australia;Australasia;Endorheic;;;133.9304474;-17.41670548;28918.13679
Stewart.1;Australia;Australasia;;143.685653;-14.068399;143.4191528;-14.02979202;1681.973754
Moyle;Australia;Australasia;;129.734161;-13.987223;130.0437478;-14.25350018;3385.498286
Attack.creek;Australia;Australasia;Endorheic;;;134.304715;-18.45814249;7753.943617
Fitzmaurice;Australia;Australasia;;129.848328;-14.827777;130.434039;-14.77442143;8049.125481
Tarrabool.lake;Australia;Australasia;Endorheic;;;135.7141224;-17.97669818;21071.45668
Lake.Gregory;Australia;Australasia;Endorheic;;;128.4643494;-19.16165835;50077.06847
Prince.Regent;Australia;Australasia;;125.069999;-15.440279;125.4285225;-15.68307106;3136.125229
Annan.Aus;Australia;Australasia;;145.324172;-15.656667;145.1839775;-15.64548305;1095.847718
May;Australia;Australasia;;123.811707;-17.044223;124.6488809;-17.30421644;14096.2394
Pioneer;Australia;Australasia;;149.1961294;-21.12612566;148.7632294;-21.22143327;1560.789824
Styx;Australia;Australasia;;149.699342;-22.44481;149.5762808;-22.70834047;1064.05086
Doonan.creek;Australia;Australasia;;153.095277;-26.504443;153.0484938;-26.49259364;93.71921401
Coolongolook;Australia;Australasia;;152.55658;-32.233491;152.3588693;-32.17806166;1492.042598
Lake.Macquarie;Australia;Australasia;;151.6315479;-33.15979957;151.5364822;-33.06802648;865.7001508
Brisbane.Water;Australia;Australasia;;151.442414;-33.458022;151.3435134;-33.46528768;312.9907951
Cowan.creek;Australia;Australasia;;151.2974492;-33.60459234;151.2129712;-33.62862176;291.2564781
Middle.Harbour;Australia;Australasia;;151.291671;-33.808335;151.1851572;-33.78006849;236.6277117
Wolli.creek;Australia;Australasia;;151.1782312;-33.9660514;151.1742381;-33.91869569;258.9127244
West.lakes;Australia;Australasia;;138.489716;-34.816387;138.5379824;-34.84112522;154.8741241
Gardner.lake;Australia;Australasia;;118.170554;-34.96394212;118.129187;-34.93633951;290.3562923
Coila.creek;Australia;Australasia;;150.1536812;-36.02131904;150.0940968;-36.01629918;76.79536883
Billa.Bilba.creek;Australia;Australasia;;150.1150967;-36.22009319;150.0781129;-36.20942908;271.5955166
Hopkins;Australia;Australasia;;142.508897;-38.404998;142.9819841;-37.76838285;8757.957868
Stony.creek;Australia;Australasia;;148.101501;-37.854961;148.0707259;-37.67305677;537.8944027
Thompson.creek;Australia;Australasia;;144.377822;-38.306378;144.1964912;-38.26567861;308.0931093
Curdies;Australia;Australasia;;142.823609;-38.577777;143.0634384;-38.44301655;1032.197681
Little.Musselroe;Australia;Australasia;;148.040788;-40.773376;148.037698;-40.82027219;97.86572016
Rubicon;Australia;Australasia;;146.576386;-41.148612;146.6049117;-41.28794049;742.6555642
George.Tasma;Australia;Australasia;;148.309097;-41.317378;148.0648712;-41.28940897;533.7031887
Coal;Australia;Australasia;;147.36911;-42.871163;147.4827109;-42.66453896;995.9375512
Griffiths.Rivulet;Australia;Australasia;;147.933791;-42.647222;147.877189;-42.69990727;248.5812545
Huon;Australia;Australasia;;146.9972303;-43.15665855;146.6892269;-43.0796123;2995.17152
Old;Australia;Australasia;;146.226106;-43.354168;146.223051;-43.32102652;1219.558317
Avon.Aus;Australia;Australasia;;147.526811;-38.115951;147.1277772;-37.82783761;2465.352492
Balla.Balla;Australia;Australasia;;117.79676;-20.647717;117.8303807;-20.79213947;315.6570075
Banka.island;Indonesia;Indo-Malay;;105.3874926;-1.799342987;105.987266;-2.251721987;11811.91465
Barwon;Australia;Australasia;;144.502379;-38.290342;143.9567372;-38.02701563;5052.182845
Billiton.Island;Indonesia;Indo-Malay;;108.21;-3.065555;107.9063615;-2.887564992;4753.31743
Blackwood;Australia;Australasia;;115.2029937;-34.31327888;117.0387181;-33.57262217;22026.53714
Bulloo;Australia;Australasia;Endorheic;;;143.4029632;-28.14169954;72208.20683
Burdekin;Australia;Australasia;;147.568893;-19.57972;146.4568008;-21.00902854;129506.2481
Corangamite;Australia;Australasia;Endorheic;;;143.5034035;-38.00430942;2726.081286
Daly;Australia;Australasia;;130.210831;-13.369167;131.7849532;-14.46506458;53836.81896
Deep.Aus;Australia;Australasia;;116.703887;-35.009446;116.5824206;-34.69893297;1033.891998
Derwent.Tas;Australia;Australasia;;147.292739;-42.790429;146.7497916;-42.35391734;9561.770197
East.Gippsland;Australia;Australasia;;149.77916;-37.556945;149.5419641;-37.31201184;1973.028179
Fitzroy.Kimberley;Australia;Australasia;;123.563614;-17.519999;125.7066124;-18.1383364;90812.32744
Fitzroy.Queensland;Australia;Australasia;;150.8457434;-23.45504313;148.9628038;-23.99241953;141059.2686
Fly;Papua New Guinea;Australasia;;142.877777;-8.384722;141.8706844;-6.398469364;63758.43515
Frankland;Australia;Australasia;;116.715554;-35.01389;117.177475;-34.28597792;4783.734546
Gairdner;Australia;Australasia;Endorheic;;;135.9585137;-31.91925503;12939.97175
Gardner;Australia;Australasia;;116.123054;-34.841389;116.2013885;-34.69252318;519.1162221
Gregory;Australia;Australasia;;152.583053;-25.123611;152.2669703;-25.22334743;939.0952727
Harding;Australia;Australasia;;117.1999576;-20.66970156;117.1265191;-21.03756109;1964.12296
Hawkesbury;Australia;Australasia;;151.289689;-33.573285;150.4002503;-33.78241471;21256.4605
Hay.1;Australia;Australasia;;117.455001;-35.063332;117.5233614;-34.75312659;1424.376807
Hunter;Australia;Australasia;;151.7928709;-32.92643195;150.8643384;-32.34262963;21500.97852
Isis;Australia;Australasia;;152.627227;-25.16374613;152.3983428;-25.3778432;1382.687149
Jamur;Indonesia;Australasia;;134.742783;-4.196111;134.9484063;-3.770115691;5289.450383
Kalabakan;Malaysia;Indo-Malay;;117.623885;4.30778;117.321082;4.564459202;1346.707941
Kalgan;Australia;Australasia;;117.992775;-35.01139;117.8891632;-34.59342073;2568.66985
Keep;Australia;Australasia;;129.20555;-15.161666;129.0373559;-15.68196829;5207.122804
Kikori;Papua New Guinea;Australasia;;144.455826;-7.588889;143.4587526;-6.492180243;16618.70438
Lorentz;Indonesia;Australasia;;138.0633529;-5.465506283;138.8977226;-4.891447352;48776.32391
Minilya;Australia;Australasia;;113.5417172;-24.6423272;114.4344006;-23.98055524;29862.90404
Mitchell.Queensland;Australia;Australasia;;141.440276;-15.648056;143.7424891;-16.29699486;68744.86124
Mitchell.Victoria;Australia;Australasia;;147.77945;-37.959999;147.4804027;-37.43231534;8673.424146
Murchison;Australia;Australasia;;114.144821;-27.735329;117.1432329;-26.69583363;66060.90387
Sungai.Kumbe;Indonesia;Australasia;;140.2297498;-8.374012213;140.5337827;-7.86998524;4247.817706
Motunau;New Zealand;Australasia;;173.063614;-43.049446;173.0314216;-43.01208825;320.6754658
Ord;Australia;Australasia;;128.252778;-15.302779;128.137764;-16.77842973;83211.3211
Pulau.Bintan.Island;Indonesia;Indo-Malay;;104.436043;0.976695;104.4862059;1.013727639;1422.605109
Purari;Papua New Guinea;Australasia;;144.9872039;-7.804704889;144.7444881;-6.389306909;31921.92184
Rayu;Malaysia;Indo-Malay;;110.1434459;1.697666815;110.143079;1.651304346;458.6324729
Savory;Australia;Australasia;Endorheic;;;122.081811;-23.72008599;31469.74857
Shoalhaven;Australia;Australasia;;150.78447;-34.929745;150.0440795;-35.12274181;7073.620249
Solo;Indonesia;Indo-Malay;;112.630554;-7.081389;111.4644503;-7.451888928;16202.28984
Swan;Australia;Australasia;;115.734443;-32.05611;118.0515602;-31.53713532;81991.04125
Tamar;Australia;Australasia;;146.8481222;-41.168056;147.3467154;-41.7019379;11206.08306
Vasse;Australia;Australasia;;115.1974748;-33.64735471;115.2212945;-33.77134216;471.3620619
Victoria;Australia;Australasia;;129.648894;-15.149167;130.817767;-16.61072722;89248.88481
Wooramel;Australia;Australasia;;114.228616;-25.875555;115.7539473;-25.7976669;13102.12694
Chungdomun;South Korea;Palearctic;;128.6149748;38.18024902;128.5356131;38.14942169;139.28174
Hwasang.chon;South Korea;Palearctic;;128.8042565;37.93903395;128.7449836;37.92914951;65.88622339
Sanyang.ni;South Korea;Palearctic;;128.567643;34.787082;128.6346875;34.79270949;173.4501621
Sosangni.po;South Korea;Palearctic;;127.836526;34.807918;127.8508319;34.81410405;22.44956748
Yongju.josuji;South Korea;Palearctic;;126.8081161;34.55316804;126.8366361;34.56782607;50.88934925
Tuam.josuji;South Korea;Palearctic;;126.4269023;35.38007287;126.4773793;35.39201549;67.46274832
Songam.josuji;South Korea;Palearctic;;126.6176864;36.47345612;126.6405661;36.51159563;81.78214859
Eocheon.jeosuji;South Korea;Palearctic;;126.8709823;37.26788972;126.8990818;37.27169473;114.8866313
Winapsonggae;South Korea;Palearctic;;126.487916;37.790416;126.4713922;37.76822737;62.58175639
Whompoe;Singapore;Indo-Malay;;103.8796377;1.284285773;103.8439043;1.333610965;104.7909649
Duong.Dong;Vietnam;Indo-Malay;;103.958817;10.210107;103.9963538;10.24525258;117.877173
Polonskogo.un;Russia;Palearctic;;146.3126807;43.622223;146.3224222;43.63173484;14.77645856
Svobodnaya;Russia;Palearctic;;146.8002037;43.85607142;146.8086778;43.85456618;53.99254697
Osato;Japan;Palearctic;;130.290833;31.685277;130.355286;31.70034843;135.0510102
Moongil.Ara;Sri Lanka;Indo-Malay;;79.820138;8.161805;79.85923759;8.177238648;143.3953932
Amu.Darya;Uzbekistan;Palearctic;Endorheic;;;65.91790268;39.74440722;624690.054
Amur;China;Palearctic;;140.8287396;53.06424874;126.1503364;49.49515104;2011733.254
Balkhash;Kazakhstan;Palearctic;Endorheic;;;77.64982457;45.59217856;414971.545
Bharathapuzha;India;Indo-Malay;;75.92674651;10.78284845;76.63071767;10.73738564;6160.768842
Biwa;Japan;Palearctic;;135.422576;34.683831;135.9466465;35.02487826;8319.031815
Bodigoda.Aru;Sri Lanka;Indo-Malay;;81.416526;8.100694;81.31666755;8.048170605;153.5051063
Chalakkudy;India;Indo-Malay;;76.205343;10.24122234;76.59299738;10.34364697;1801.4643
Chao.Phraya;Thailand;Indo-Malay;;100.5922851;13.57310339;100.0018486;17.19256063;144194.0656
Daliao.He;China;Palearctic;;122.1407215;40.68769682;123.6620931;41.41598266;27963.99942
Embilikala.Oya;Sri Lanka;Indo-Malay;;81.199302;6.168155677;81.21751801;6.21650131;116.3446233
Fukang;China;Palearctic;Endorheic;;;88.21335215;44.49566546;20344.08823
Ganges;Nepal;Indo-Malay;;90.56635278;23.54763485;85.2387796;27.05822308;1575674.527
Godavari;India;Indo-Malay;;82.29783849;16.61431481;78.85741523;19.53480738;309469.4578
Huanghe;China;Palearctic;;119.0509271;37.76931568;106.9050706;36.59862276;776393.4
Ibi;Japan;Palearctic;;133.200101;35.536926;133.030294;35.31840446;2043.532551
Imari;Japan;Palearctic;;129.8424449;33.32080612;129.8520703;33.27962215;236.6581633
Indus;Pakistan;Indo-Malay;;67.47046503;24.02439264;73.25024183;32.3088572;858196.1174
Iwaki;Japan;Palearctic;;140.333558;41.017243;140.4815026;40.68735683;2558.296463
Kallada;India;Indo-Malay;;76.54810632;8.924200751;76.91916223;8.969838183;1634.798564
Tategami.un.2;Japan;Palearctic;;136.838332;34.291389;136.8469433;34.29241505;19.47334302
Karamana;India;Indo-Malay;;76.93802863;8.439178145;77.06294796;8.56692025;522.2923327
Khvoinaya;Russia;Palearctic;;147.619232;44.933282;147.5214018;44.88260315;302.2968237
Kirimechchi.odai;Sri Lanka;Indo-Malay;;81.437921;8.087914999;81.40339138;8.03385513;100.1580979
Korea.un.1;North Korea;Palearctic;;127.536953;39.1465151;127.4611333;38.91792269;1076.40105
Chondae.josuji;South Korea;Palearctic;;126.7225532;36.95300588;126.7354238;36.94583099;67.90058159
Oktong.josuji;South Korea;Palearctic;;126.5502682;36.31092755;126.5626598;36.30993328;52.48437198
Changdo;South Korea;Palearctic;;126.6577041;37.55080986;126.6511351;37.54285721;66.63719859
Yangpo.hang;South Korea;Palearctic;;129.5414133;35.88983624;129.4794892;35.87624266;76.13278205
Kaesan.josuji;South Korea;Palearctic;;128.4922311;35.1012349;128.4826726;35.14233195;91.30152088
Konyang.chon;South Korea;Palearctic;;128.0070955;35.02272656;127.9484646;35.05859419;157.0786138
Haemyong.ni;South Korea;Palearctic;;128.58792;34.940418;128.6449016;34.930779;252.3053958
Songji.ri;South Korea;Palearctic;;128.0550129;35.00403817;128.0738043;35.00122828;33.95450929
Sadong;South Korea;Palearctic;;127.2909253;34.47606317;127.3101882;34.50349139;44.3983172
Wolga.je;South Korea;Palearctic;;126.235419;34.537362;126.2969895;34.52610159;122.2081728
Kajwa.je;South Korea;Palearctic;;126.4821883;34.47675202;126.4901685;34.47678357;64.35916832
Puhung.josuji;South Korea;Palearctic;;126.766246;34.52338288;126.730307;34.5357412;67.32186054
Haksan.chon;South Korea;Palearctic;;126.5719647;34.8000507;126.6055414;34.7532171;115.2246912
Hungnim.josuji;South Korea;Palearctic;;126.6251327;36.09558747;126.662854;36.13336535;86.31707077
Kyongpo.chon;South Korea;Palearctic;;126.7657577;35.99829743;126.7737973;35.97884207;46.40413128
Kuma;Japan;Palearctic;;130.610947;32.562019;130.8099096;32.33395798;1954.02178
Kuzuryu;Japan;Palearctic;;136.135636;36.220333;136.3718315;35.95978812;3130.337841
Longshou.He;China;Indo-Malay;;110.507362;18.892361;110.3771417;18.87812937;587.7396404
Maekawa;Japan;Palearctic;;131.0972063;31.45692926;131.1588615;31.49794482;105.3180432
Mandipattu.Aru;Sri Lanka;Indo-Malay;;81.725418;7.634028;81.66917062;7.569545313;110.6693461
Mekong;Laos;Indo-Malay;;105.914076;9.969128293;102.639447;18.82986479;772599.3466
Omono;Japan;Palearctic;;140.0584128;39.72084016;140.5097565;39.46730535;4765.058623
Pan.Oya;Sri Lanka;Indo-Malay;;81.16986;8.726805;81.13026054;8.658574653;192.1092438
Perak;Malaysia;Indo-Malay;;100.7951696;4.019653442;101.1973474;4.874817263;14857.18695
Periyar;India;Indo-Malay;;76.19914931;10.18284506;76.95313759;9.940445127;4548.764178
Phattalung;Thailand;Indo-Malay;;100.1563827;7.733404852;100.039544;7.510642566;3143.656338
Phuket;Thailand;Indo-Malay;;98.40103666;7.867203101;98.37572453;7.939550079;331.9758448
Qaidam;China;Palearctic;Endorheic;;;96.0035407;36.27040421;110063.8686
Qiantang;China;Indo-Malay;;120.1936592;30.2422689;119.2541381;29.43591347;43560.49186
Quang.Tri;Vietnam;Indo-Malay;;107.1812603;16.89666024;106.9640679;16.6631465;2678.688818
Salween;Myanmar;Indo-Malay;;97.66752498;16.54962076;96.83653701;25.31591989;265656.9131
Sedili;Malaysia;Indo-Malay;;104.1213893;1.919495555;103.9111785;1.981144637;1453.615865
Sendai.Kagoshima;Japan;Palearctic;;130.1944584;31.8475896;130.5591197;31.95998713;1600.314857
Shinano;Japan;Palearctic;;139.051254;37.937714;139.0421157;37.60585337;1293.215755
Song.Hong;Vietnam;Indo-Malay;;106.5586012;20.47202809;103.7147109;22.68837982;161846.4199
Subarnarekha;India;Indo-Malay;;87.35922122;21.56908711;86.12272896;22.66058097;19390.22068
Sungai.Singkir;Malaysia;Indo-Malay;;100.3674745;5.724908651;100.3997357;5.733750731;117.1143295
Tarim;China;Palearctic;Endorheic;;;82.65315424;39.2374351;916215.6759
Thu.Bon;Vietnam;Indo-Malay;;108.3876287;15.87938543;107.8721268;15.56861302;9534.168922
Tone;Japan;Palearctic;;140.8493486;35.74861859;139.5453561;36.37668604;15948.33448
Wulagai;China;Palearctic;Endorheic;;;116.5425381;45.57422527;119727.1173
Hamana.ko;Japan;Palearctic;;137.658187;34.807572;137.6765605;34.80197592;413.2466913
Mimi.kawa.2;Japan;Palearctic;;135.9125737;35.61272979;135.9474609;35.55125354;166.2086396
Yalu;North Korea;Palearctic;;124.3576557;40.00586883;126.3169824;41.09404837;62295.45831
Yangtse;China;Palearctic;;120.0371989;31.94340087;107.6352238;30.37852354;1913756.208
Yoshii.Okayama;Japan;Palearctic;;133.981324;34.602596;133.9452347;34.99694959;4235.379093
Anderson;Canada;Nearctic;;-129.0209358;69.686893;-126.6961369;67.94525726;75967.68518
Aniakchak;United States;Nearctic;;-157.4420763;56.76691247;-157.5111778;56.82873747;86.2259121
Armark;Canada;Nearctic;;-100.9798016;67.74903774;-100.9181152;66.83162182;3938.495732
Back;Canada;Nearctic;;-95.40525443;67.17238377;-102.7636805;65.46279826;167917.4025
Colville;United States;Nearctic;;-151.2054327;70.43293042;-154.0386863;68.79508375;57396.1762
Copper;United States;Nearctic;;-144.7088734;60.66962591;-144.2142979;61.69749735;67490.52375
Coppermine;Canada;Nearctic;;-115.129276;67.81343308;-113.7444478;66.25787597;43605.9643
Egegik;United States;Nearctic;;-157.19384;58.1937591;-156.2585913;57.91926827;3998.418635
Ellice;Canada;Nearctic;;-104.0472503;68.03981272;-104.3044519;67.20544827;5826.25628
Gifford;Canada;Nearctic;;-83.0925654;70.01701255;-83.89839163;70.41123217;3436.257784
Horton;Canada;Nearctic;;-126.7952264;69.88708657;-124.8895458;68.82134055;14902.74353
Kuskokwim;United States;Nearctic;;-161.9510657;60.68221295;-156.7221295;61.79696213;117892.1597
Kuujjua;Canada;Nearctic;;-116.7852871;71.28835056;-114.7799849;71.14141115;7492.270471
Mackenzie;Canada;Nearctic;;-134.1729208;69.2502252;-119.2442401;60.76439082;1680044.211
McKeand;Canada;Nearctic;;-67.964646;65.57473;-68.54822322;65.53864453;602.7359213
Nun1;Canada;Nearctic;;-82.54570359;68.44681675;-83.91313545;68.08324866;6591.070955
Nushagak;United States;Nearctic;;-158.0713725;58.98793959;-157.0147513;60.02064744;30351.27252
Rae;Canada;Nearctic;;-115.3899094;67.87927484;-116.7215408;67.71634445;4775.462328
Susitna;United States;Nearctic;;-150.6339953;61.29891334;-149.8264559;62.47967321;50228.61315
Thelon;Canada;Nearctic;;-93.65976851;63.9932075;-101.4569892;62.84220604;259931.1412
Thlewiasa;Canada;Nearctic;;-94.7623524;60.49333897;-98.75577542;60.43217842;60233.38969
Yukon;United States;Nearctic;;-164.5895303;62.70948942;-144.7275517;64.47676407;842330.392
Bunce.River;Sierra Leone;Afrotropic;;-13.08495112;8.424928314;-13.17262262;8.363133948;435.9833986
Ahaggar;Niger;Afrotropic;Endorheic;;;11.6722529;20.70012574;509587.0451
Bagru;Sierra Leone;Afrotropic;;-12.46105461;7.780185009;-12.36381341;8.112110762;2841.134386
Bofon;Guinea;Afrotropic;;-13.32006368;9.32560381;-13.09465247;9.546215511;2161.176092
Casamance;Senegal;Afrotropic;;-16.4177479;12.56519246;-15.6287376;12.85927888;19518.71546
Cestos;Liberia;Afrotropic;;-9.580677864;5.464483954;-8.762487434;6.474388006;12577.58504
Comoe;Côte d'Ivoire;Afrotropic;;-3.682763465;5.180660316;-4.016505815;8.693573986;78331.62173
Congo;Democratic Republic of the Congo;Afrotropic;;13.00144018;-5.836978243;22.35736234;-2.32414606;3453181.863
Cross;Nigeria;Afrotropic;;8.292984623;4.787187735;8.568096802;6.14584392;52991.70954
Fumm.Buhayrat.al.Manzalah;Egypt;Palearctic;;32.19778951;31.29640062;32.03747652;31.28420553;1172.135608
El.Kebir.Annaba;Algeria;Palearctic;;7.23787855;36.97063224;7.316139082;36.79084879;2196.724366
Gambia;Senegal;Afrotropic;;-16.17531801;13.40633187;-13.55283844;13.3290789;78198.4283
Geba;Guinea-Bissau;Afrotropic;;-15.50171847;11.93269849;-14.32486599;12.47689582;12914.32931
Ichkeul;Tunisia;Palearctic;;9.870263524;37.14863279;9.576079019;37.05548975;2775.687961
Incomati;South Africa;Afrotropic;;32.72993226;-25.8040097;31.56154103;-25.27816194;46288.39321
Kaba;Sierra Leone;Afrotropic;;-13.15385386;8.843734653;-12.01941468;9.609547852;18952.04766
Kivu;Democratic Republic of the Congo;Afrotropic;Endorheic;;;29.12165615;-2.008003323;7311.064038
Kogon;Guinea;Afrotropic;;-14.78359449;10.95223524;-14.08214214;11.30194566;8536.652703
Konkoure;Guinea;Afrotropic;;-13.73394498;9.836570324;-12.89893366;10.54469282;17352.08014
Kyoga;Uganda;Afrotropic;Endorheic;;;33.69662507;1.60595199;58172.13279
Sebkhet.Te.n.Dghamcha;Mauritania;Afrotropic;;-16.0360542;18.14993504;-14.36516178;19.05516962;100811.032
Lagune.Aby;C¶te d'Ivoire;Afrotropic;;-3.205067512;5.218634345;-3.114734804;5.270993885;2036.334602
Keta.Lagoon;Ghana;Afrotropic;;1.044392277;5.987256433;0.979350601;6.192267918;1779.979902
Lake.Piso;Liberia;Afrotropic;;-11.27935507;6.668560483;-11.15780834;6.796608077;886.3645777
Buhayrat.Maryut;Egypt;Palearctic;;29.7969806;31.14483331;29.85902514;30.93249141;1766.596313
Limpopo;South Africa;Afrotropic;;33.62995025;-25.15298777;29.50411821;-23.3194277;412559.3778
Medjerda;Tunisia;Palearctic;;10.19308433;37.13350944;8.709682118;36.15056931;23536.53916
Niger;Niger;Afrotropic;;6.236338738;4.49805329;3.172083068;13.92864619;2258490.98
Nile;Sudan;Afrotropic;;30.38866213;31.44983415;30.89859831;14.95309677;3270917.198
Orange;South Africa;Afrotropic;;16.46998132;-28.62004974;22.42089102;-27.41312734;987410.4627
Genale.Wenz;Ethiopia;Afrotropic;;43.570065;0.719261604;41.90895117;4.544766094;666501.9603
Ogooue;Gabon;Afrotropic;;8.922740105;-1.00371673;12.39887939;-0.323170923;216303.6873
Sanaga;Cameroon;Afrotropic;;9.770762566;3.618780829;12.34344028;5.610692447;133071.5578
Kouilou;Republic of Congo;Afrotropic;;11.72995603;-4.496471837;13.1718514;-3.577289531;60031.3795
Swakop;Namibia;Afrotropic;;14.53120883;-22.77487402;16.16142667;-22.20033212;29673.39838
Pungwe;Mozambique;Afrotropic;;34.65757567;-19.6954657;33.87554052;-18.66983724;31876.25486
Wouri;Cameroon;Afrotropic;;9.481091829;4.061905794;9.913305414;4.705199037;17637.09696
Mhlatuze;South Africa;Afrotropic;;32.01701776;-28.83258809;31.59565866;-28.67445081;4096.84303
Todje;Ghana;Afrotropic;;0.779844017;5.761830662;0.712456707;6.421096403;3686.078661
Eyl;Somalia;Afrotropic;;49.84688935;7.967649768;47.41812598;9.11010212;64543.79768
Ndian;Cameroon;Afrotropic;;8.68121474;4.670121164;8.87726658;4.878937563;3680.182513
Rio.Larde;Mozambique;Afrotropic;;39.66279733;-16.55452754;39.37844072;-16.36723628;2358.030981
Hamasat;Eritrea;Afrotropic;;39.48016532;15.61179791;39.39643649;15.5345706;288.3407571
Zingwe.Zingwe.River;Tanzania;Afrotropic;;39.20985366;-5.917638;39.2448202;-6.038825203;398.0252065
Betsiboka;Madagascar;Afrotropic;;46.249862;-15.84375;47.11688109;-17.6136668;58338.81004
Wami.River;Tanzania;Afrotropic;;38.86124071;-6.21936127;36.99746144;-6.205845053;40925.90015
Wadi.al.Qabaili;Libya;Palearctic;;18.98128274;30.27599347;23.74610547;29.51071506;389958.8371
Rokel;Sierra Leone;Afrotropic;;-12.96734073;8.597850724;-11.95599953;9.038688409;9129.146078
Ruaha;Tanzania;Afrotropic;;39.43190847;-7.947233419;36.02773522;-8.23417351;181160.8426
Ruvuma;Mozambique;Afrotropic;;40.46096207;-10.47065342;36.9604654;-12.01444064;149806.2183
Saloum;Senegal;Afrotropic;;-16.63960981;14.00749899;-15.78374787;14.55404431;36141.60789
Save;Zimbabwe;Afrotropic;;35.06898034;-21.00554778;31.78603213;-20.19954595;103037.3714
Senegal;Mauritania;Afrotropic;;-16.47512026;16.47308321;-10.81789;15.53238679;570538.6222
Wadi.Nashu;Libya;Palearctic;Endorheic;;;13.14983653;26.17981543;374986.0776
Victoria.lake;Tanzania;Afrotropic;Endorheic;;;32.82499142;-1.505700465;251428.6753
Volta;Ghana;Afrotropic;;0.655664272;5.760369615;-1.438316772;10.48558704;407855.2495
Kittam;Sierra Leone;Afrotropic;;-12.48652867;7.383470966;-11.37317229;8.488110466;14443.75113
Zambezi;Zambia;Afrotropic;;36.3300014;-18.79415643;27.17816456;-15.33267569;1286489.589
Limbe.River;Cameroon;Afrotropic;;9.191967629;4.019631829;9.167282266;4.058828002;323.1641504
Wadi.Safad;United Arab Emirates;Afrotropic;;56.3692033;25.22436691;56.32388639;25.1895248;109.3846544
Altja;Estonia;Palearctic;;26.12319621;59.58591975;26.05757574;59.53381239;76.94543221
Vega;Spain;Palearctic;;-5.592142279;36.02277258;-5.57987964;36.04781995;28.73792419
Picaro;Spain;Palearctic;;-5.461171028;36.11652253;-5.455524358;36.11304185;13.22330725
Jara;Spain;Palearctic;;-5.642174186;36.02838695;-5.614567222;36.08643295;73.81554621
Guadalmesi;Spain;Palearctic;;-5.523000828;36.03982557;-5.524551649;36.07433027;26.19839899
Tucacas3;Venezuela;Neotropic;;-68.32030197;10.75436015;-68.38666101;10.74695134;85.45104048
Tucacas1;Venezuela;Neotropic;;-68.30273652;10.85770536;-68.38453178;10.84633962;81.97654839
Pyongsa.dong;South Korea;Palearctic;;126.670135;33.544582;126.6913542;33.49229167;57.26252021
Sinchol.li;South Korea;Palearctic;;126.611251;33.536252;126.6146144;33.47481343;47.9668561
Myonsu.dong;South Korea;Palearctic;;126.862357;33.525695;126.8126961;33.48446078;60.84682788
Pyongmun.chon;South Korea;Palearctic;;126.514862;33.51625;126.5274789;33.43591772;56.58282894
Hwabuk.chon;South Korea;Palearctic;;126.555968;33.521804;126.5687985;33.44486434;61.59026876
Togun;South Korea;Palearctic;;126.439308;33.495692;126.4695937;33.42000689;86.6804354
Susan.chon;South Korea;Palearctic;;126.398475;33.483472;126.4002551;33.4252551;35.09991487
Josan.Ho;South Korea;Palearctic;;126.925972;33.455972;126.8544444;33.43944444;42.97259716
Kumsong.chon;South Korea;Palearctic;;126.29792;33.446529;126.3541667;33.39552469;77.38907047
Kumnung.ni;South Korea;Palearctic;;126.2315467;33.389583;126.2668478;33.35507246;32.97706122
Chonmi.chon;South Korea;Palearctic;;126.851249;33.335692;126.7339405;33.41028057;142.572764
Sobu.josuji;South Korea;Palearctic;;126.167084;33.315417;126.2662281;33.32149123;54.50445592
Song.chon;South Korea;Palearctic;;126.781249;33.305694;126.7221244;33.36003521;50.89652507
