1.Basin.Name;2.Type.Source;3.Reference
Amazon;paper;Costa W.J.E.M..2004. Rivulus uakti sp. n. and R. amanapira sp. n. (Teleostei: Cyprinodontiformes: Rivulidae): two new species from the upper Rio Negro, Brazilian Amazon. Zootaxa, 465: 1-12.
Amazon;paper;Costa W.J.E.M..2004. Rivulus uatuman sp. n. (Teleostei: Cyprinodontiformes: Rivulidae): a new miniature killifish from the central Brazilian Amazon. Zootaxa, 696: 1-8.
Amazon;paper;Costa W.J.E.M..2007. Taxonomy of the plesiolebiasine killifish genera Pituna, Plesiolebias and Maratecoara (Teleostei: Cyprinodontiformes: Rivulidae), with descriptions of nine new species. Zootaxa, 1410: 1-41.
Amazon;paper;Costa W.J.E.M..2008. Rivulus kayabi, a new killifish from the Tapajós River basin, southern Brazilian Amazon (Cyprinodontiformes: Rivulidae). Ichthyological Exploration of Freshwaters, 18(4) [for 2007]: 345-350.
Amazon;paper;Costa W.J.E.M..2010(2009). Rivulus megaroni, a new killifish from the Xingu River drainage, southern Brazilian Amazon (Cyprinodontiformes: Rivulidae). Ichthyol. Explor. Freshwaters, 20(4) :365-370.
Amazon;paper;Costa W.J.E.M..2010. Two new species of the Rivulus urophthalmus group from the Tocantins and Xingu river drainages, eastern Brazilian Amazon (Cyprinodontiformes: Rivulidae). Ichthyological Exploration of Freshwaters, 21 (1): 79-85.
Amazon;paper;Crampton W.G., Hulen K.C. & Albert J.S..2004. Sternopygus branco: a new species of neotropical electric fish (Gymnotiformes: Sternopygidae) from the lowland Amazon basin, with descriptions of osteology, ecology, and electric organ discharges. Copeia, 2004 (2): 245-259.
Amazon;paper;Crampton W.G.R., Lovejoy N.R. & Albert J.S.. 2003. Gymnotus ucamara: a new species of Neotropical electric fish from the Peruvian Amazon (Ostariophysi: Gymnotidae), with notes on ecology and electric organ discharges. Zootaxa, 277: 1-18.
Amazon;paper;Crampton W.G.R., Thorsen D.H. & Albert J.S..2004. Steatogenys ocellatus: a new species of neotropical electric fish (Gymnotiformes: Hypopomidae) from the lowland Amazon Basin. Copeia, 2004 (1): 78-91.
Amazon;paper;Crampton W.G.R., Thorsen D.H. & Albert J.S..2005. Three new species from a diverse, sympatric assemblage of the electric fish Gymnotus (Gymnotiformes: Gymnotidae) in the lowland Amazon Basin, with notes on ecology. Copeia 2005 (1): 82-99.
Amazon;paper;da Graça W.J., Pavanelli C.S. & Buckup P.A..2008. Two New Species of Characidium (Characiformes: Crenuchidae) from Paraguay and Xingu River Basins, State of Mato Grosso, Brazil. Copeia 2008(2): 326-332.
Amazon;paper;de Oliveira R.R., Zuanon J., Rapp Py-Daniel L. & Rocha M.S..2010. Peckoltia compta, a new species of catfish from the Brazilian Amazon, rio Tapajós basin (Siluriformes: Loricariidae). Zootaxa, 2534 : 48-56.
Amazon;paper;De Oliveira, R. R., Rocha, M. S., Anjos, M. B., Zuanon, J. & Py-Daniel, L. R. Fish fauna of small streams of the Catua-Ipixuna Extractive Reserve, State of Amazonas, Brazil. Check List 5, 154–172 (2009).
Amazon;paper;de Pinna M. C. C. & Kirovsky A. L..2011.A new species of sand-dwelling catfish, with a phylogenetic diagnosis of Pygidianops Myers (Siluriformes: Trichomycteridae: Glanapteryginae)..Neotropical Ichthyology, 9 (3): 493-504.
Amazon;paper;de Santana C. D. & Crampton W. G. R..2011.Phylogenetic interrelationships, taxonomy, and reductive evolution in the Neotropical electric fish genus Hypopygus (Teleostei, Ostariophysi, Gymnotiformes)..Zoological Journal of the Linnean Society, 163(4): 1096–1156.
Amazon;paper;de Santana C.D. & Crampton W.G R..2010. A review of the South American electric fish genus Porotergus (Gymnotyformes: Apteronotidae) with the description of a new species. Copeia,  2010(1): 165-175.
Amazon;paper;de Santana C.D. & Crampton W.G.R..2007. Revision of the deep-channel electric fish genus Sternarchogiton (Gymnotiformes: Apteronotidae). Copeia, 2007 (2): 387-402.
Amazon;paper;de Santana C.D. & Nogueira A..2006. Two new species of Sternarchorhynchus Castelnau from the Amazon Basin, Brazil (Gymnotiformes: Apteronotidae). Ichthyological Exploration of Freshwaters, 17(1): 85-92.
Amazon;paper;de Santana C.D. & Vari R.P..2009. The South American Electric Fish Genus Platyurosternarchus (Gymnotiformes: Apteronotidae). Copeia, 2009(2): 233-244.
Amazon;paper;"de Santana C.D. & Vari R.P..2010. Electric fishes of the genus Sternarchorhynchus (Teleostei, Ostariophysi, Gymnotiformes); phylogenetic and revisionary studies. Zoological Journal of the Linnean Society, 159(1): 223-371."
Amazon;paper;de Santana C.D. & Vari R.P..2010. New rheophilic species of electric knifefish from the rapids and waterfalls of the Lower Rio Xingu, Brazil (Gymnotyformes: Apteronotidae). Copeia,  2010(1): 160-164.
Amazon;paper;Favorito S.E., Zanata A.M. & Assumpção M.I..2005. A new Synbranchus (Teleostei, Synbranchiformes: Synbranchidae) from ilha de Marajó, Pará, Brazil, with notes on its reproductive biology and larval development. Neotropical Ichthyology, 3(3): 319-328.
Amazon;paper;Feitosa F. d. S., Dos Santos G .M. & Birindelli J. L. O..2011.Leporinus britskii: a new anostomid species from the Tapajós and Jari drainages, Brazil (Characiformes: Anostomidae)..Zootaxa, 3120: 55-62.
Amazon;paper;Fernandes F.M.C., Albert J.S., Daniel-Silva M.D.F.Z., Lopes C.E., Crampton W.G.R. & Almeida-Toledo L.F.. 2005. A new Gymnotus (Teleostei: Gymnotiformes: Gymnotidae) from the Pantanal Matogrossense of Brazil and adjacent drainages: continued documentation of a cryptic fauna. Zootaxa, 933:1-14
Amazon;paper;Fernández L. & Chuquihumaní R.Q..2007. A new species of Trichomycterus (Siluriformes: Trichomycteridae) from the Andean Cordillera of Perú, with comments on relationships within the genus. Zootaxa, 1545: 49-57.
Amazon;paper;Fernández L. & Schaefer S.A.. 2003. Trichomycterus yuska, a new species from high elevations of Argentina (Siluriformes: Trichomycteridae). Ichthyological Explorations of Freshwaters, 14: 353-360.
Amazon;paper;Fernández L., Saucedo L.J., Carvajal-Vallejos F.M. & Schaefer S.A..2007. A new phreatic catfish of the genus Phreatobius Goeldi 1905 from groundwaters of the Iténez River, Bolivia (Siluriformes: Heptapteridae). Zootaxa, 1626: 51-58.
Amazon;book;Ferreira E., Zuanon J., Forsberg B., Goulding M. & Briglia-Ferreira S.R.. Rio Branco. Peixes, ecologia e conservação de Roraima. ACA, INPA, Mamirauá, 201 p.
Amazon;paper;Ferreira K.M. & Carvajal F.M..2007. Knodus shinahota (Characiformes: Characidae) a new species from the río Shinahota, río Chapare basin (Mamoré system), Bolivia. Neotropical Ichthyology, 5(1): 31-36.
Amazon;paper;Ferreira K.M. & Lima F.C.T..2006. A new species of Knodus (Characiformes: Characidae) from the Rio Tiquié, Upper Rio Negro system, Brazil. Copeia, 2006 (4): 630-639.
Amazon;paper;Ferreira K.M. & Netto–Ferreira A.L..2010. Knodus dorsomaculatus (Characiformes: Characidae), a new species from Teles Pires River, Tapajós River basin, Brazil. Journal of Fish Biology, 77(3) : 468-478.
Amazon;paper;Fisch-Muller S., Cardoso A.R., da Silva J.F.P. & Bertaco V.A..2005. Three new species of Ancistrus Kner (Teleostei: Siluriformes: Loricariidae) from the upper Tapajós and Tocantins rivers. Revue Suisse de Zoologie, 112(2): 559-572.
Amazon;paper;Fisch-Muller S., Cardoso A.R., da Silva J.F.P. & Bertaco V.A..2005. Two new Amazon species of armored catfishes (Siluriformes: Loricariidae): Ancistrus verecundus and Ancistrus parecis. Neotropical Ichthyology, 3(4): 525-532.
Amazon;paper;Galacatos K., Barriga-Salazarb R. & Stewarta D.J.. 2004. Seasonal and habitat influences on fish communities within the lower Yasuni River basin of the Ecuadorian Amazon. Environmental Biology of Fishes, 71: 33-51.
Amazon;paper;García-Alzate C. A., Román-Valencia C. & Taphorn D.C.2010. Two new species of Hyphessobrycon (Pisces: Characiformes: Characidae) from Putumayo River, with keys to the Colombian Hyphessobrycon heterorhabdus-group species. Brenesia, 70: 33-46.
Amazon;paper;García-Alzate C.A., Román-Valencia C. & Taphorn D.C..2008. Hyphessobrycon oritoensis (Characiformes : Characidae), a new species from the Putumayo River drainage, Colombian Amazon. Zootaxa, 1813 : 42-50.
Amazon;paper;Garutti V..2003. Revalidação de Astyanax rupununi Fowler, 1914 (Teleostei, Characidae) e descrição de duas espécies novas para o gênero. Papéis Avulsos de Zoologia, São Paulo, 43(1): 1-9.
Amazon;paper;Géry J. & Zarske A..2004. Moenkhausia heikoi n. sp., a new tetra (Teleostei: Ostariophysi: Characiformes: Characidae) from the Rio Xingú basin, Brazil, with a supplementary description of the genus type species. Aqua, Journal of Ichthyology and Aquatic Biology, 9(1): 29-43.
Amazon;paper;Harold A.S. & Salcedo N.J..2010. Creagrutus yanatili, a new species from the Río Urubamba drainage, southeastern Perú (Teleostei: Characidae). Ichthyol. Explor. Freshwaters, 20(4) [2009] : 377-383.
Amazon;paper;Hein G..2009. Hyphessobrycon pando n. sp., a new rosy tetra from northern Bolivia (Teleostei, Characiformes, Characidae). Bulletin of Fish Biology, 10(1/2): 1-10.
Amazon;paper;Hollanda Carvalho P. & Weber C..2005. Five new species of the Hypostomus cochliodon group (Siluriformes: Loricariidae) from the middle and lower Amazon System. Revue Suisse de Zoologie, 111(4): 953-978.
Amazon;paper;Hrbek T., Taphorn D.C. & Thomerson J. E. 2005. Molecular phylogeny of Austrofundulus Myers (Cyprinodontiformes: Rivulidae), with revision of the genus and the description of four new species. Zootaxa, 825: 1-39.
Amazon;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Amazon;paper;Huber J. H..2003. A new species of annual killifish from southeastern Peru, with a uniquely barred color pattern, Moema quiii n. sp. Freshwater and Marine Aquarium 2003 (Dec.): 10-19. [English version distributed by author.]
Amazon;book.section;Hubert N. & Renno J.F..2010. Description of a new Serrasalmus species, Serrasalmus odyssei n. sp. In: Evolution of the Neotropical ichthyofauna - molecular and evolutionary perspectives about the origin of the fish communities in the Amazon. VDM Publishing House, Verlag Dr. Müller, Saarbrücken, Germany, 95 p.
Amazon;paper;"Knaack J..2004. Beschreibung von sechs neuen Arten der Gattung Corydoras La Cépède, 1803 (Teleostei: Siluriformes: Callichthyidae). Zoologische Abhandlungen; Staatliches Museum für Tierkunde in Dresden, 54: 55-105."
Amazon;paper;Kullander S.O. & Ferreira E.J.G..2005. Two new species of Apistogramma Regan (Teleostei: Cichlidae) from the rio Trombetas, Pará State, Brazil. Neotropical Ichthyology, 3(3): 361-371.
Amazon;paper;Kullander S.O. & Ferreira E.J.G..2006. A review of the South American cichlid genus Cichla, with descriptions of nine new species (Teleostei: Cichlidae). Ichthyological Exploration of Freshwaters, 17(4): 289-398.
Amazon;paper;Kullander S.O.. 2004. Apistogramma alacrina, a new species of cichlid fish (Teleostei: Cichlidae) from Colombia. Ichthyological Explorations of Freshwaters, 15: 41-48.
Amazon;paper;Langeani F..2004. Hemiodus jatuarana, a new species of Hemiodontidae from the rio Trombetas, Amazon Basin, Brazil (Teleostei, Characiformes). Zootaxa, 546: 1-6.
Amazon;paper;Lasso, C. A. 2001. Los peces del Alto Rio Negro, Amazonia Boliviana: Composicion y consideraciones ecologicas y biogeograficas. - Interciencia 26: 236-243.
Amazon;paper;Lehmann A. P..2006. Otocinclus batmani, a new species of hypoptopomatine catfish (Siluriformes: Loricariidae) from Colombia and Peru. Neotropical Ichthyology, 4(4): 379-383.
Amazon;paper;Lehmann A.P. & Reis R.E..2004. Callichthys serralabium: a new species of neotropical catfish from the upper Orinoco and Negro rivers (Siluriformes: Callichthyidae). Copeia, 2004 (2): 336-343.
Amazon;paper;Lehmann P.A., Mayer F. & Reis R.E..2010. A new species of Otocinclus (Siluriformes: Loricariidae) from the Rio Madeira drainage, Brazil. Copeia, 2010(4): 635–639.
Amazon;paper;Lima F.C.T. & Birindelli J.L.O..2006. Moenkhausia petymbuaba, a new species of characid from the Sierra do Cachimbo, Rio Xingu basin, Brazil (Characiformes: Characidae). Ichthyological Exploration of Freshwaters, 17(1): 53-58.
Amazon;paper;Lima F.C.T. & Sousa L.M..2009. A new species of Hemigrammus from the upper rio Negro Basin, Brazil, with comments on the presence and arrangement of anal-fin hooks in Hemigrammus and related genera (Ostariophysi: Characiformes: Characidae). aqua, International Journal of Ichthyology, 15(3): 153-168.
Amazon;paper;Lima F.C.T. & Zuanon J.. 2004. A new species of Astyanax (Characiformes: Characidae) from the rapids of the lower rio Xingu, Brazil. Neotropical Ichthyology, 2:117-122.
Amazon;paper;Lima F.C.T., Britski H.A. & Machado F.A..2007. A new Moenkhausia (Characiformes: Characidae) from central Brazil, with comments on the area relationships between the upper rio Tapajós and upper rio Paraguai systems. Aqua, International Journal of Ichthyology, 13(2): 45-54.
Amazon;paper;Lima F.C.T., Wosiacki W.B. & Ramos C.S..2009. Hemigrammus arua, a new species of characid (Characiformes: Characidae) from the lower Amazon, Brazil. Neotrop. ichthyol., 7(2) : 153-160.
Amazon;paper;Lucena C.A.S..2003. New characid fish, Hyphessobrycon scutulatus, from the rio Teles Pires drainage, upper rio Tapajós system (Ostariophysi: Characiformes: Characidae). Neotropical Ichthyology 1(2): 93-96.
Amazon;paper;Lucena Z.M.S. & Malabarba L.R..2010. Descrição de nove espécies novas de Phenacogaster (Ostariophysi: Characiformes: Characidae) e comentários sobre as demais espécies do gênero. Zoologia, 27(2): 263-304.
Amazon;paper;Lujan N. K., Armbruster J. W. & Rengifo B..2011.A new basal Ancistrini genus and species from the Andes of Northern Peru (Siluriformes: Loricariidae)..Copeia, 2011(4): 497-502.
Amazon;paper;Lujan N.K. & Chamon C.C..2008. Two new species of Loricariidae (Teleostei: Siluriformes) from main channels of the upper and middle Amazon Basin, with discussion of deep water specialization in loricariids. Ichthyological Exploration of Freshwaters, 19(3): 271-282.
Amazon;paper;Lujan N.K., Hidalgo M. & Stewart D.J..2010. Revision of Panaque (Panaque), with descriptions of three new species from the Amazon Basin (Siluriformes, Loricariidae). Copeia, 2010(4): 676-704.
Amazon;paper;Lundberg J.G. & Akama A..2005. Brachyplatystoma capapretum: a new species of goliath catfish from the Amazon basin, with a reclassification of allied catfishes. Copeia, 2005(3): 492-516.
Amazon;paper;Lundberg J.G. & Cox Fernandes C..2007. A new species of South American ghost knifefish (Apteronotidae: Adontosternarchus) from the Amazon Basin. Proceedings of the Academy of Natural Sciences of Philadelphia, 156: 27-37.
Amazon;paper;Lundberg J.G. & Dahdul W.M..2008. Two new cis-Andean species of the South American catfish genus  Megalonema allied to trans-Andean Megalonema xanthum, with description of a new subgenus (Siluriformes: Pimelodidae). Neotropical Ichthyology, 6(3): 439-454.
Amazon;paper;Maldonado-Ocampo J.A., Vari R.P. & Usma J.S..2008. Checklist of the freshwater fishes of Colombia. Biota Colombiana, 9(2): 143-237.
Amazon;paper;Maldonado-Ocampo J.A., Vari R.P. & Usma J.S..2008. Checklist of the freshwater fishes of Colombia. Biota Colombiana, 9(2): 143-237.
Amazon;paper;Marinho M.M.F. & Langeani F..2010. A new species of Moenkhausia from the rio Amazonas and rio Orinoco basins (Characiformes: Characidae). Zootaxa, 2577 : 57-68.
Amazon;paper;Marinho M.M.F. & Langeani F..2010. Moenkhausia celibela: a new species from the Amazon basin, Brazil (Characiformes: Characidae). Journal of Fish Biology, 77(4) : 879-889.
Amazon;paper;Marinho M.M.F. & Lima F.C.T..2009. Astyanax ajuricaba: a new species from the Amazon basin in Brazil (Characiformes: Characidae). Neotrop. ichthyol., 7(2) : 169-174.
Amazon;paper;Marinho M.M.F..2010. A new species of Moenkhausia Eigenmann (Characiformes: Characidae) from the rio Xingu basin, Brazil. Neotropical Ichthyology, 8 (3): 655-659.
Amazon;paper;Mattos J.L.O., Costa W.J.E.M. & Gama C.S..2008. A new miniature species of  Ammoglanis (Siluriformes: Trichomycteridae) from the Brazilian Amazon. Ichthyological Exploration of Freshwaters, 19(2): 161-166.
Amazon;paper;Maxime E. L., Lima F. C. T. & Albert J. S..2011.A new species of Gymnotus (Gymnotiformes: Gymnotidae) from Rio Tiquié in Northern Brazil..Copeia, 2011(1) :77-81.
Amazon;paper;Maxime E.L. & Albert J.S..2009. A new species of Gymnotus (Gymnotiformes: Gymnotidae) from the Fitzcarrald Arch of southeastern Peru. Neotropical Ichthyology, 7(4) : 579-585.
Amazon;paper;Melo B. F., Benine R. C., Mariguela T. C. & Oliveira C..2011.A new species of Tetragonopterus Cuvier, 1816 (Characiformes: Characidae: Tetragonopterinae) from the rio Jari, Amapá, northern Brazil..Neotropical Ichthyology, 9(1): 49-56.
